0 -1.7664366450000001e+04
1 -1.7664327920000000e+04
2 -1.7664168480000000e+04
3 -1.7664168480000000e+04
4 -1.7664327920000000e+04
5 -1.7664221249999999e+04
6 -1.7664221239999999e+04
7 -1.7664095760000000e+04
8 -1.7663932949999999e+04
9 -1.7664132720000001e+04
10 -1.7664190790000001e+04
11 -1.7664366450000001e+04
12 -1.7664190660000000e+04
13 -1.7664132720000001e+04
14 -1.7664095760000000e+04
15 -1.7663831460000001e+04
16 -1.7664144759999999e+04
17 -1.7663831470000001e+04
18 -1.7664144759999999e+04
19 -1.7663932919999999e+04
20 -1.7664180660000002e+04
21 -1.7662079800000000e+04
22 -1.7662051439999999e+04
23 -1.7662924429999999e+04
24 -1.7662794510000000e+04
25 -1.7664180720000000e+04
26 -1.7664298780000001e+04
27 -1.7664068240000001e+04
28 -1.7655760859999999e+04
29 -1.7655025500000000e+04
30 -1.7663881249999999e+04
