0 1 -1.7664093970000002e+04
0 1 -1.7664113829999998e+04
0 13 -1.7663858290000000e+04
0 20 -1.7663853910000002e+04
0 16 -1.7663781289999999e+04
1 12 -1.7663881939999999e+04
1 5 -1.7663736910000000e+04
1 2 -1.7663721549999998e+04
2 7 -1.7663711550000000e+04
2 16 -1.7664004480000000e+04
3 14 -1.7663711560000000e+04
3 14 -1.7663740239999999e+04
3 18 -1.7664004509999999e+04
3 4 -1.7663721300000001e+04
3 4 -1.7663643950000001e+04
4 6 -1.7663737840000002e+04
4 10 -1.7663881549999998e+04
4 10 -1.7663850999999999e+04
4 11 -1.7664116760000001e+04
5 6 -1.7664135129999999e+04
5 6 -1.7664107080000002e+04
5 12 -1.7664092089999998e+04
5 12 -1.7664069759999998e+04
5 14 -1.7663972170000001e+04
5 26 -1.7663714179999999e+04
5 25 -1.7663658869999999e+04
5 13 -1.7663961299999999e+04
6 10 -1.7664069640000002e+04
6 10 -1.7664092079999999e+04
7 10 -1.7663828649999999e+04
8 16 -1.7663615900000001e+04
8 16 -1.7663679440000000e+04
9 11 -1.7663858090000002e+04
11 25 -1.7663853830000000e+04
11 18 -1.7663752649999999e+04
14 30 -1.7663876939999998e+04
15 27 -1.7663538690000001e+04
18 19 -1.7663616060000000e+04
18 19 -1.7663679380000001e+04
21 22 -1.7661945290000000e+04
23 24 -1.7662679639999998e+04
28 29 -1.7649545740000001e+04
