0 4 -1.4022472030000001e+04
0 4 -1.4022470260000000e+04
0 2 -1.4023149700000000e+04
0 12 -1.4019792270000000e+04
0 11 -1.4022457780000001e+04
0 7 -1.4022118469999999e+04
0 7 -1.4022083100000000e+04
0 14 -1.4022258390000001e+04
0 14 -1.4022077410000000e+04
2 11 -1.4022261710000001e+04
2 11 -1.4022098860000000e+04
2 11 -1.4022052630000000e+04
2 2 -1.4023150320000001e+04
2 2 -1.4022443120000000e+04
2 14 -1.4022451180000000e+04
2 4 -1.4022093830000000e+04
2 4 -1.4022092010000000e+04
2 15 -1.4020440180000000e+04
2 7 -1.4022455640000000e+04
2 17 -1.4020346630000000e+04
2 18 -1.4020113850000000e+04
4 14 -1.4022991370000000e+04
4 11 -1.4022988130000000e+04
4 7 -1.4022827040000000e+04
5 6 -1.4020355970000001e+04
6 13 -1.4019897629999999e+04
7 8 -1.4023030670000000e+04
7 14 -1.4022739530000001e+04
7 11 -1.4022990140000000e+04
9 10 -1.4020152230000000e+04
10 21 -1.4020388530000000e+04
11 13 -1.4022055259999999e+04
14 14 -1.4022994040000000e+04
14 16 -1.4020452890000000e+04
19 20 -1.4020329299999999e+04
