0 1 -1.3612970000000001e+02
0 1 -1.3622038000000001e+02
0 6 -1.3621756999999999e+02
0 6 -1.3619860000000000e+02
0 4 -1.3621513999999999e+02
0 9 -1.3648685000000000e+02
1 2 -1.3591928999999999e+02
1 2 -1.3589518000000001e+02
1 2 -1.3590852000000001e+02
1 5 -1.3624454000000000e+02
1 1 -1.3635099000000000e+02
2 10 -1.3609410000000000e+02
3 4 -1.3603653000000000e+02
4 9 -1.3636886999999999e+02
4 13 -1.3611034000000001e+02
4 12 -1.3605472000000000e+02
4 4 -1.3642712000000000e+02
4 16 -1.3639462000000000e+02
7 8 -1.3610396000000000e+02
9 11 -1.3646611999999999e+02
9 12 -1.3603671000000000e+02
17 18 -1.3349080000000001e+02
