0 -1.4023355729999999e+04
1 -1.4023338379999999e+04
2 -1.4022760109999999e+04
3 -1.4022856560000000e+04
4 -1.4022848800000000e+04
5 -1.4022856560000000e+04
6 -1.4022848590000000e+04
7 -1.4022114680000001e+04
8 -1.4022845760000000e+04
