0 1 -1.3494167670000001e+04
0 1 -1.3494167680000000e+04
2 7 -1.3494221110000000e+04
2 31 -1.3494221079999999e+04
3 8 -1.3494206430000000e+04
3 17 -1.3494206440000000e+04
12 13 -1.3494174069999999e+04
28 29 -1.3489678519999999e+04
38 40 -1.3486646530000000e+04
