0 -1.7647612560000001e+04
1 -1.7647396280000001e+04
2 -1.7647305840000001e+04
3 -1.7647128479999999e+04
4 -1.7647571459999999e+04
5 -1.7647389149999999e+04
6 -1.7647291280000001e+04
7 -1.7647389149999999e+04
8 -1.7647571459999999e+04
9 -1.7647291280000001e+04
10 -1.7647432750000000e+04
11 -1.7647396280000001e+04
12 -1.7647612539999998e+04
13 -1.7647432789999999e+04
14 -1.7647386119999999e+04
15 -1.7647305840000001e+04
16 -1.7647386129999999e+04
17 -1.7646763459999998e+04
18 -1.7646968390000002e+04
19 -1.7647128479999999e+04
20 -1.7646657550000000e+04
21 -1.7646556180000000e+04
22 -1.7646358440000000e+04
23 -1.7646557949999999e+04
24 -1.7646688139999998e+04
25 -1.7644262360000001e+04
26 -1.7645037010000000e+04
27 -1.7644960950000001e+04
28 -1.7646968390000002e+04
29 -1.7646239839999998e+04
30 -1.7646293399999999e+04
31 -1.7646750260000001e+04
32 -1.7646078699999998e+04
33 nan
34 nan
35 -1.7646746589999999e+04
36 -1.7646358800000002e+04
37 -1.7646564139999999e+04
38 -1.7646557860000001e+04
39 nan
40 -1.7645588640000002e+04
41 -1.7644482010000000e+04
42 -1.7646742960000000e+04
43 -1.7645573390000001e+04
44 -1.7646500860000000e+04
45 -1.7646300749999999e+04
46 -1.7644897430000001e+04
47 -1.7646830139999998e+04
48 -1.7646583670000000e+04
49 -1.7646292420000002e+04
50 -1.7646259529999999e+04
51 -1.7645130020000001e+04
52 nan
53 nan
54 -1.7645657350000001e+04
55 nan
56 nan
57 nan
58 nan
59 -1.7646584299999999e+04
60 -1.7645988580000001e+04
61 -1.7645133989999998e+04
62 -1.7645116409999999e+04
63 -1.7646702590000001e+04
64 -1.7646541140000001e+04
65 -1.7646101090000000e+04
66 nan
67 -1.7644936000000002e+04
68 -1.7646759050000001e+04
69 -1.7646542750000001e+04
70 -1.7645481570000000e+04
71 -1.7646502769999999e+04
72 nan
73 nan
74 -1.7646674790000001e+04
75 -1.7646599620000001e+04
76 -1.7646283530000001e+04
77 nan
78 -1.7645597259999999e+04
79 -1.7644594310000000e+04
