0 15 -1.7647028139999999e+04
0 1 -1.7647083910000001e+04
0 4 -1.7647322319999999e+04
1 3 -1.7646834680000000e+04
1 3 -1.7646764540000000e+04
2 12 -1.7647028119999999e+04
2 12 -1.7646993839999999e+04
3 9 -1.7647045999999998e+04
4 13 -1.7647043440000001e+04
4 16 -1.7646899620000000e+04
4 57 -1.7646381939999999e+04
5 6 -1.7646917880000001e+04
5 59 -1.7647209070000001e+04
6 24 -1.7646564969999999e+04
7 9 -1.7646917880000001e+04
7 48 -1.7647208979999999e+04
8 10 -1.7647043679999999e+04
8 12 -1.7647320710000000e+04
8 14 -1.7646899350000000e+04
10 14 -1.7647300889999999e+04
10 14 -1.7647279999999999e+04
10 13 -1.7646128010000000e+04
11 19 -1.7646834840000000e+04
11 12 -1.7647084169999998e+04
11 46 -1.7644815289999999e+04
12 60 -1.7645507160000001e+04
13 16 -1.7647301250000000e+04
13 16 -1.7647281220000001e+04
14 63 -1.7646543450000001e+04
16 47 -1.7646281650000001e+04
18 19 -1.7646946870000000e+04
20 20 -1.7645226190000001e+04
21 22 -1.7645962370000001e+04
22 23 -1.7645976460000002e+04
25 25 -1.7643454659999999e+04
26 27 -1.7644921460000001e+04
29 30 -1.7646225230000000e+04
32 34 -1.7645553609999999e+04
36 37 -1.7645962370000001e+04
36 38 -1.7645975299999998e+04
36 65 -1.7645528350000001e+04
40 41 -1.7644130130000001e+04
42 43 -1.7645411599999999e+04
42 58 -1.7645895820000002e+04
44 45 -1.7645740610000001e+04
49 50 -1.7645464420000000e+04
51 53 -1.7644141650000001e+04
54 54 -1.7645636030000001e+04
61 62 -1.7645077920000000e+04
67 72 -1.7644635520000000e+04
68 69 -1.7646137900000002e+04
70 71 -1.7645121380000000e+04
74 77 -1.7646094369999999e+04
75 76 -1.7645905390000000e+04
78 79 -1.7644209770000001e+04
