0 -1.5581180329999999e+04
1 -1.5580820680000001e+04
2 -1.5580817460000000e+04
3 -1.5580597470000001e+04
4 -1.5579866850000000e+04
5 -1.5580583730000000e+04
6 -1.5579312080000000e+04
7 -1.5580740239999999e+04
8 -1.5579219240000000e+04
9 -1.5579282950000001e+04
