0 1 -5.3422089999999997e+01
2 3 -5.3422069999999998e+01
2 9 -5.2123030000000000e+01
3 18 -5.1396889999999999e+01
4 12 -5.1329560000000001e+01
4 27 -5.1329569999999997e+01
5 6 -5.0289209999999997e+01
5 6 -5.0289209999999997e+01
8 9 -5.1225670000000001e+01
8 28 -5.0817880000000002e+01
8 18 -5.0707769999999996e+01
8 34 -5.0707769999999996e+01
15 16 -4.9839379999999998e+01
15 21 -5.0702370000000002e+01
17 18 -5.1498950000000001e+01
19 20 -5.0702410000000000e+01
22 23 -5.0099260000000001e+01
32 33 -5.1443129999999996e+01
