0 -5.3521700000000003e+01
1 -5.3434489999999997e+01
2 -5.3465679999999999e+01
3 -5.2035040000000002e+01
4 -5.3604689999999998e+01
5 -5.2191549999999999e+01
6 -5.3842630000000000e+01
7 -5.3082329999999999e+01
8 -5.1123410000000000e+01
9 -5.0890369999999997e+01
10 -5.2727080000000001e+01
11 -5.1117519999999999e+01
12 -5.2427590000000002e+01
13 -5.0791849999999997e+01
14 -5.3411290000000001e+01
15 -5.2415360000000000e+01
16 -5.2590100000000000e+01
17 -5.2444629999999997e+01
18 -5.2565730000000002e+01
19 -5.0929630000000003e+01
20 -5.2488700000000001e+01
21 -5.2549109999999999e+01
22 -5.1728389999999997e+01
23 -5.2194839999999999e+01
24 -5.2191609999999997e+01
25 -5.3422260000000001e+01
26 -5.3374090000000002e+01
27 -5.2267310000000002e+01
28 -5.0830480000000001e+01
