0 -1.4023355410000000e+04
1 -1.4023337519999999e+04
2 -1.4023164030000000e+04
3 -1.4023160239999999e+04
4 -1.4023256369999999e+04
5 -1.4023257490000000e+04
6 -1.4023256590000001e+04
7 -1.4023230760000000e+04
