0 -1.7647611870000001e+04
1 -1.7647393049999999e+04
2 -1.7647305820000001e+04
3 -1.7647432529999998e+04
4 -1.7647570650000001e+04
5 -1.7647387999999999e+04
6 -1.7647423449999998e+04
7 -1.7647291819999999e+04
8 -1.7647127390000001e+04
9 -1.7646967450000000e+04
10 -1.7647415369999999e+04
11 -1.7643931830000001e+04
12 -1.7644795220000000e+04
13 nan
14 nan
15 -1.7647055189999999e+04
16 -1.7646915529999998e+04
17 -1.7646718079999999e+04
18 nan
19 nan
20 -1.7647172660000000e+04
21 -1.7647122859999999e+04
22 -1.7645191989999999e+04
23 -1.7643453010000001e+04
24 nan
25 -1.7647330989999999e+04
26 nan
27 nan
28 nan
29 nan
30 nan
31 nan
32 nan
33 nan
34 nan
35 nan
36 nan
37 nan
38 nan
39 nan
40 nan
41 -1.7643167409999998e+04
42 -1.7643139620000002e+04
43 nan
44 nan
45 nan
46 nan
47 -1.7646998840000000e+04
48 -1.7646823380000002e+04
49 nan
50 -1.7645828969999999e+04
51 -1.7646345630000000e+04
52 -7.7026132520791492e+11
53 nan
54 nan
55 nan
56 nan
57 nan
58 nan
59 nan
60 nan
61 nan
62 nan
63 nan
64 nan
65 -1.7644311559999998e+04
66 -1.7644280260000000e+04
67 nan
68 -1.7641899979999998e+04
69 -1.7643005809999999e+04
70 -1.7646048350000001e+04
71 -1.7645397310000000e+04
72 -1.7643052500000002e+04
73 -1.7643497960000001e+04
74 nan
75 nan
76 -1.7643174390000000e+04
77 nan
78 -1.7645799180000002e+04
79 nan
80 nan
81 nan
82 nan
83 -1.7642624609999999e+04
84 nan
85 -9.6286728508836707e+11
