0 -1.7647612460000000e+04
1 -1.7647000370000002e+04
2 -1.7646956969999999e+04
3 -1.7647570169999999e+04
4 -1.7646967479999999e+04
5 -1.7646925110000000e+04
6 -1.7646381949999999e+04
7 -1.7646791120000002e+04
8 -1.7646975080000000e+04
9 -1.7646881760000000e+04
10 -1.7646786520000001e+04
11 -1.7646986819999998e+04
12 -1.7646348460000001e+04
13 -1.7647535919999998e+04
14 -1.7647543430000002e+04
15 -1.7646471050000000e+04
16 -1.7645278200000001e+04
17 -1.7645305619999999e+04
18 -1.7646790400000002e+04
