0 -4.2175045600000003e+03
1 -4.2175045600000003e+03
2 -4.2174952000000003e+03
3 -4.2173523400000004e+03
4 nan
5 nan
6 nan
7 nan
8 nan
9 nan
10 nan
11 nan
12 -4.2173523400000004e+03
13 nan
14 nan
15 -4.2173517599999996e+03
16 nan
17 nan
18 nan
19 nan
20 nan
21 nan
22 nan
23 nan
24 nan
