0 1 -1.3494283500000000e+04
0 1 -1.3494283500000000e+04
0 5 -1.3494206650000000e+04
0 5 -1.3494206539999999e+04
0 6 -1.3494166020000001e+04
0 6 -1.3494166020000001e+04
1 2 -1.3494005279999999e+04
2 6 -1.3494124990000000e+04
2 3 -1.3494248570000000e+04
3 4 -1.3493862910000000e+04
3 4 -1.3493862920000000e+04
3 7 -1.3494248560000000e+04
4 6 -1.3494217860000001e+04
4 6 -1.3494217730000000e+04
4 5 -1.3494178550000001e+04
4 5 -1.3494178580000000e+04
5 8 -1.3493790310000000e+04
6 7 -1.3494125080000000e+04
