0 -1.7647611700000001e+04
1 -1.7647223200000000e+04
2 -1.7647223200000000e+04
3 -1.7647611669999998e+04
4 -1.7647569149999999e+04
5 -1.7647569149999999e+04
6 -1.7646960970000000e+04
7 -1.7646557290000001e+04
8 -1.7647214629999999e+04
9 -1.7646874540000001e+04
10 -1.7646511030000001e+04
11 -1.7647214629999999e+04
12 -1.7646557290000001e+04
13 -1.7646874540000001e+04
14 -1.7646511030000001e+04
15 -1.7646960970000000e+04
16 -1.7646864219999999e+04
17 -1.7646493800000000e+04
18 -1.7645588790000002e+04
19 -4.7888919800000003e+04
20 -1.7646356850000000e+04
21 -1.7645707810000000e+04
22 -1.7646864219999999e+04
23 -1.7646391530000001e+04
24 -1.7646586710000000e+04
25 -1.7646244510000000e+04
26 -1.7644764270000000e+04
27 -1.7646228970000000e+04
28 -1.7646032670000001e+04
29 -1.7646166109999998e+04
30 -1.7646263540000000e+04
31 nan
32 nan
33 -1.7646391540000001e+04
34 -1.7645644420000001e+04
35 -1.7646371650000001e+04
36 -1.7646493800000000e+04
37 nan
38 -1.7646356850000000e+04
39 nan
40 nan
41 -1.7645588790000002e+04
42 nan
43 nan
44 -1.7646382969999999e+04
45 nan
46 nan
47 -1.7644764270000000e+04
48 -1.7646244500000001e+04
49 -1.7646333019999998e+04
50 -6.3413690965000005e+05
