0 -1.3494851790000001e+04
1 -1.3494658240000001e+04
2 -1.3494397440000001e+04
3 -1.3494372920000000e+04
4 -1.3494335929999999e+04
5 -1.3494527580000000e+04
6 -1.3490667690000000e+04
7 -1.3494029829999999e+04
8 -1.3491254460000000e+04
9 -1.3491740970000001e+04
10 -1.3491763700000000e+04
11 -1.3490449269999999e+04
12 -1.3490380450000001e+04
13 -1.3491221439999999e+04
14 -1.3490600940000000e+04
15 -1.3491210080000001e+04
16 -1.3491233360000000e+04
17 -1.3491217510000000e+04
18 -1.3490330160000000e+04
19 -1.3703163479999999e+04
