0 10 -1.7646819479999998e+04
0 10 -1.7646827920000000e+04
0 12 -1.7647549110000000e+04
0 12 -1.7647133780000000e+04
0 12 -1.7647545559999999e+04
0 1 -1.7646832729999998e+04
0 7 -1.7646939800000000e+04
0 4 -1.7646994449999998e+04
0 32 -1.7647142990000000e+04
0 37 -1.7632746090000001e+04
0 6 -1.7646395810000002e+04
0 50 -1.7645349790000000e+04
0 52 -1.7642636569999999e+04
1 5 -1.7646638729999999e+04
1 5 -1.7646703130000002e+04
1 8 -1.7646590680000001e+04
1 2 -1.7647089309999999e+04
1 51 -1.7643224429999998e+04
2 8 -1.7646671300000002e+04
2 8 -1.7646577740000001e+04
2 18 -1.7646607110000001e+04
2 27 -1.7641725559999999e+04
2 36 -1.7641975360000000e+04
2 39 -1.7645275130000002e+04
2 53 -1.7645496410000000e+04
3 31 -1.7644345649999999e+04
4 4 -1.7647001950000002e+04
4 4 -1.7646819800000001e+04
4 14 -1.7643909650000001e+04
4 47 -1.7643795699999999e+04
6 20 -1.7645077050000000e+04
6 15 -1.7646456740000001e+04
7 7 -1.7647216349999999e+04
7 7 -1.7647161150000000e+04
7 7 -1.7647217400000001e+04
7 7 -1.7647396290000001e+04
7 13 -1.7646881410000002e+04
7 13 -1.7646817810000000e+04
7 13 -1.7646789170000000e+04
7 24 -1.7645660800000001e+04
7 28 -1.7641402320000001e+04
7 12 -1.7646861610000000e+04
8 9 -1.7645343980000001e+04
8 16 -1.7641005490000000e+04
8 8 -1.7646922310000002e+04
8 54 -1.7642413209999999e+04
10 43 -1.7643784199999998e+04
11 12 -1.7646573950000002e+04
11 12 -1.7646685200000000e+04
12 13 -1.7647226220000000e+04
12 21 -1.7640134399999999e+04
12 21 -1.7640278780000001e+04
12 12 -1.7647499049999999e+04
13 15 -1.7646949470000000e+04
13 13 -1.7647186890000001e+04
13 13 -1.7646762030000002e+04
13 26 -1.7640946370000001e+04
13 26 -1.7641116170000001e+04
13 33 -1.7645451440000001e+04
13 42 -1.7642184470000000e+04
19 20 -1.7641937780000000e+04
20 45 -1.7641900529999999e+04
22 23 -1.7643450229999999e+04
25 25 -1.7641997909999998e+04
29 30 -1.7645888650000001e+04
34 35 -1.7643167730000001e+04
40 41 -1.7644326799999999e+04
48 49 -1.7631768700000001e+04
55 56 -1.7643581160000002e+04
