0 7 -1.4022585020000000e+04
0 1 -1.4023202149999999e+04
0 1 -1.4023202960000001e+04
0 4 -1.4022583210000001e+04
0 4 -1.4022536239999999e+04
0 11 -1.4022534700000000e+04
0 10 -1.4023197230000000e+04
1 5 -1.4022540990000000e+04
1 5 -1.4022586830000000e+04
1 8 -1.4022587330000000e+04
1 8 -1.4022542190000000e+04
1 7 -1.4022559410000000e+04
4 8 -1.4023091700000001e+04
4 8 -1.4023092870000000e+04
4 9 -1.4022705900000001e+04
4 7 -1.4023170029999999e+04
5 6 -1.4022706150000000e+04
5 7 -1.4023092880000000e+04
5 7 -1.4023091670000000e+04
7 9 -1.4022705160000000e+04
