0 5 -1.2577937000000000e+02
0 5 -1.2575534000000000e+02
0 2 -1.2622631000000000e+02
0 2 -1.2622543000000000e+02
0 7 -1.2577943999999999e+02
0 7 -1.2575651999999999e+02
1 2 -1.2577500000000001e+02
1 2 -1.2577871000000000e+02
1 2 -1.2575396000000001e+02
1 3 -1.2589191000000000e+02
1 7 -1.2592713000000001e+02
1 5 -1.2606373000000001e+02
2 2 -1.2632838000000000e+02
2 6 -1.2577585000000001e+02
2 6 -1.2577791000000001e+02
2 6 -1.2575583000000000e+02
5 6 -1.2592681000000000e+02
6 7 -1.2589225999999999e+02
