0 -7.2674005800000004e+03
1 -7.2673591100000003e+03
2 -7.2673393599999999e+03
3 -7.2650339899999999e+03
4 -7.2656032699999996e+03
5 -7.2637816899999998e+03
6 -7.2628867600000003e+03
7 -7.2627827500000003e+03
8 -7.2656750800000000e+03
9 -7.2661406100000004e+03
10 -7.2647226600000004e+03
11 -7.2641057799999999e+03
12 -7.2651178799999998e+03
13 -7.2670212700000002e+03
14 -7.2673404899999996e+03
15 -7.2669982900000005e+03
16 -7.2646117800000002e+03
17 -7.2636743900000001e+03
18 -7.2649796800000004e+03
19 -7.2652173899999998e+03
20 -7.2669811200000004e+03
21 -7.2655761100000000e+03
22 -7.2649965499999998e+03
23 -7.2647429599999996e+03
24 -7.2666002799999997e+03
25 -7.2630108700000001e+03
26 -7.2663019599999998e+03
27 -7.2627883400000001e+03
28 -7.2640575699999999e+03
29 -7.2629473699999999e+03
30 -7.2650211300000001e+03
31 -7.2640116900000003e+03
32 -7.2628936299999996e+03
33 -7.2636622600000001e+03
34 -7.2657511400000003e+03
35 -7.2629803899999997e+03
36 -7.2659987899999996e+03
37 -7.2673223900000003e+03
38 -7.2632328799999996e+03
39 -7.2673355700000002e+03
40 -7.2672855700000000e+03
