0 1 -1.4036715430000000e+04
0 1 -1.4036715510000000e+04
0 5 -1.4036170459999999e+04
0 5 -1.4036188300000000e+04
0 6 -1.4036202859999999e+04
0 6 -1.4036188249999999e+04
1 5 -1.4036187920000000e+04
1 5 -1.4036199360000001e+04
1 6 -1.4036166649999999e+04
1 6 -1.4036167260000000e+04
1 4 -1.4036710050000000e+04
2 6 -1.4036543190000000e+04
4 5 -1.4036202950000001e+04
4 7 -1.4036709999999999e+04
5 6 -1.4036680410000001e+04
5 6 -1.4036699970000000e+04
5 6 -1.4036701380000000e+04
6 7 -1.4036199590000000e+04
6 9 -1.4036187830000001e+04
10 10 -1.4036803350000000e+04
