0 -1.7647611600000000e+04
1 -1.7647223709999998e+04
2 -1.7647191139999999e+04
3 -1.7647573230000002e+04
4 -1.7646974559999999e+04
5 -1.7646540199999999e+04
6 -1.7646628620000000e+04
7 -1.7646353220000001e+04
8 -1.7645653770000001e+04
9 -1.7646269000000000e+04
10 -1.7645769329999999e+04
11 -1.7645810799999999e+04
12 -1.7646758829999999e+04
13 -1.7647429570000000e+04
14 -1.7646365750000001e+04
15 -1.7646008890000001e+04
16 -1.7645978520000001e+04
17 -1.7646266680000001e+04
18 -1.7646053019999999e+04
19 -1.7647104589999999e+04
20 -1.7647546380000000e+04
21 -1.7646185880000001e+04
22 -1.7646703959999999e+04
